idem;year;debt_g;Gov_debt;Unempl_rate;Wages;HICP;Net_mig;Gini_net;Gini_market;Net_len_wi;Quantiles;le_male;le_female;Deciles;Health_exp;Education_exp;Social_prot_ex_pen;Social_prot;Family;Unemp_tra;Corporate_ta;pro_imp_tx;ind_tx;property_tx;PIT;cit_total;Property_taxes;VAT;trade;pop_gro;Trade;TOT;GDP;GDP_pc;Secondary_ed;Tertiary_ed;td_male;td_female;leavers;Gov_ex;Deficit;Soc_payable;Soc_kind;employ_rate;arp_mid;mrp_all;insaccess;goveff;regqua;ruleoflaw;voice;instdepth;ins_effic;RD_gdp;res_1mill;sav_gdp;Savings_percapit;ICT;gi_trend;ed_trend;he_trend;soc_trend;kind_trend;prt_trend;indt_trend;pit_trend;gi_cycle;ed_cycle;he_cycle;soc_cycle;kind_cycle;prt_cycle;indt_cycle;pit_cycle;gi_bb;ed_bb;he_bb;soc_bb;kind_bb;prt_bb;indt_bb;pit_bb;gdppc_gro;gdp_gro;insde_d;tot_d;debt_d;redis;pi_m;pi_a;rd;rd1;dtrade;lgini;lgdpg;leduc;lkind;lpay;mdiff1;iptw;dr1
Latvia;2007;B;0.924279286;0.792391689;4.066959198;1.089905111;0.501916724;1.550228353;1.679427897;0.091702122;0.088390678;1.31386722;1.021189299;0.400003916;0.605411571;0.744809829;0.579783597;0.897627091;-0.048347599;-0.525040977;0.40277707;1.075202989;0.883219034;0.40277707;0.069449125;-1.599352854;-3.857621349;-1.11819487;-2.860279964;-0.00055837;1.98192284;2.004547725;4.517007751;1.012979296;1.795880017;1.346352974;1.28780173;1.505149978;-0.292677921;1.531478917;0.977723605;0.84509804;-0.15490196;1.833306515;NA;NA;-0.152155405;-0.308388673;0.002812547;-0.148206556;-0.094098334;-0.707550631;-0.106333498;-0.256654891;3.276734752;1.35075084;3.49819411;0.469323181;1.550706259;0.770793;0.624188274;0.934217837;-0.140725505;-3.884008383;0.844840196;-1.91093885;-0.000477906;-0.025983171;-0.018776703;-0.089119797;-0.014176455;0.026387035;0.038378839;-0.020672865;0;0;0;0;0;1;1;0;-9.278201767;1.305029257;0.096589077;2.035966189;-211.7572723;0.679427897;NA;NA;4.426052217;-0.346676809;-0.020755428;1.547774705;1.304252392;0.754392232;-0.22184875;0.903089987;NA;NA;NA
Latvia;2008;B;1.271841607;0.903089987;4.165496577;1.243038049;0.506630942;1.552668216;1.680335513;0;0.107682244;1.301029996;1.033423755;0.392513313;0.636832522;0.800004524;0.755874856;0.959041392;-0.130107361;-0.45309728;0.475525915;1.025321207;0.800400005;0.475525915;0.090195354;-1.527400027;-3.812736317;-1.201939165;-2.872973368;-0.000719556;1.963794337;1.996856486;4.524997226;1.049352943;1.785329835;1.394451681;1.257678575;1.537819095;-0.26760624;1.574031268;0.763427994;0.908485019;-0.096910013;1.833943544;NA;NA;-0.13711752;-0.24919701;0.011197979;-0.104355431;-0.122711499;-0.698689776;-0.154037424;-0.235532442;3.303769805;1.34823284;3.562467146;0.414474424;1.551669255;0.782042437;0.632490437;0.968218416;-0.094291162;-3.869374005;0.83151104;-1.937641949;0.000998961;0.017962086;0.004342086;-0.059733397;-0.002618851;0.056637687;-0.031111035;0.013165038;1;1;1;0;0;1;0;1;80.84821808;1.28660428;0.13923236;1.987816444;-16.79648197;0.680335513;NA;NA;4.454250947;-0.317552574;-0.018128504;1.550228353;1.305029257;0.744809829;-0.15490196;0.84509804;NA;NA;NA
Latvia;2009;B;1.563481085;1.255272505;4.005755186;0.740362689;0.506388705;1.551449998;1.680335513;0.356962311;0.110518935;1.245512668;1.041392685;0.40489902;0.661816284;0.827385487;0.716003344;1.146128036;0.015711202;0.036857947;0.190891717;1.036346962;0.772024803;0.190891717;0.065397643;-1.812620664;-3.777161821;-1.231142899;-2.858470389;-0.001131429;1.938651902;1.997638225;4.440378951;0.943499957;1.784617293;1.411619706;1.320146286;1.602059991;-0.204119983;1.640481437;0;1.113943352;0;1.780677274;NA;NA;-0.135919508;-0.19867423;-0.00458235;-0.097756299;-0.077257557;-0.516310724;-0.164683366;-0.344179912;3.227444761;1.31141965;3.39981151;0.300079493;1.551732202;0.788293127;0.633050741;1.009933277;-0.044883988;-3.875324892;0.823063674;-1.956645153;-0.000282204;0.03909236;0.028765543;0.104010075;0.044883988;0.098163071;-0.051038871;-0.070264993;0;1;1;1;1;1;0;0;19.11740001;1.259682963;0.142701929;2.003937632;5.751441456;0.680335513;NA;NA;4.232534479;-0.4513643;-0.025142435;1.552668216;1.28660428;0.800004524;-0.096910013;0.908485019;NA;NA;NA
Latvia;2010;B;1.675778342;1.29666519;3.925012831;0;0.501813437;1.551449998;1.680335513;0.537932375;0.115484911;1.222716471;0.954242509;0.42349999;0.621956205;0.79345626;0.62324929;1.152288344;0.002468571;-0.026645829;-0.009217308;1.069089249;0.826207348;-0.009217308;0.044430336;-2.010264249;-3.937919796;-1.174535872;-3.117101683;-0.001427825;2.036584932;1.998117348;4.450787946;0.929179742;1.790285164;1.42975228;1.374748346;1.618048097;-0.268473962;1.653212514;0.146128036;1.120573931;0.041392685;1.767155866;NA;NA;-0.133362998;-0.142868904;-0.006219052;-0.110338995;-0.11530943;-0.541273571;-0.155250828;-0.214115192;3.264516481;1.267231472;3.322166345;0.473220744;1.551070527;0.78647499;0.624924735;1.037285329;-0.003946254;-3.902066307;0.824728266;-1.962947742;0.000379471;0.00698127;-0.00296853;0.083288602;0.045338939;-0.035853489;0.001479082;0.053514056;1;1;0;1;1;0;1;1;-16.44564662;1.293691192;0.133298743;2.002847623;2.973974433;0.680335513;NA;NA;4.136898025;-0.27133351;0.09793303;1.551449998;1.259682963;0.827385487;0;1.113943352;NA;NA;NA
Latvia;2011;B;1.630427875;1.217483944;3.964094557;0.806179974;0.502838294;1.550228353;1.679427897;0.78220738;0.108596115;1.198657087;0.875061263;0.422082794;0.614409204;0.768060913;0.568201724;1.086359831;-0.061866714;-0.301079442;0.147985321;1.067327125;0.830526519;0.147985321;0.052642851;-1.85373317;-3.95515804;-1.169830417;-4.364424716;-0.001250747;2.082103123;2.011096757;4.487931829;0.992145098;1.779596491;1.442479769;1.397940009;1.669316881;-0.323595824;1.591064607;0.832508913;1.049218023;0.041392685;1.784082118;NA;NA;-0.163441547;-0.149439177;-0.015125911;-0.124790349;-0.149297767;-0.622069096;-0.134286961;-0.157004061;3.275371343;1.30977481;3.450672073;0.467840957;1.549814502;0.779772725;0.611770455;1.044839096;0.024261211;-3.934097419;0.833568764;-1.962791392;0.000413851;-0.011711811;0.002638749;0.004378927;0.017131475;-0.021060621;-0.003042245;-0.037360185;1;0;1;1;1;0;0;0;-14.00934043;1.300552772;0.116240523;2.014890093;2.412666661;0.679427897;NA;NA;4.28999888;-0.205639964;0.045518191;1.551449998;1.293691192;0.79345626;0.041392685;1.120573931;NA;NA;NA
Latvia;2012;B;1.614897216;1.184691431;3.972873671;0.653212514;0.503641316;1.547774705;1.678518379;0.852412892;0.131057429;1.167317335;0.799340549;0.436382082;0.58991328;0.757966865;0.579783597;1.056904851;-0.120597558;-0.499718585;0.21005085;1.080899265;0.855797154;0.21005085;0.050973551;-1.79214693;-4.007092665;-1.144974561;-4.361394435;-0.000853044;2.104765979;1.998798737;4.515115285;1.036100075;1.777426822;1.465382851;1.418301291;1.682145076;-0.367976785;1.571708832;0.959041392;1.012837225;0.041392685;1.799168176;NA;NA;-0.211290664;-0.075521051;0.006513113;-0.114794592;-0.125998385;-0.661723569;-0.132712985;-0.177674975;3.275745959;1.337705635;3.479175565;0.531858628;1.548155118;0.772488032;0.596770973;1.040485274;0.042731804;-3.961653957;0.846885772;-1.953855534;-0.000380413;-0.014521167;-0.006857693;-0.027648049;-0.001339119;-0.045438708;0.008911382;0.00772325;0;0;0;0;0;0;1;1;-131.9048995;1.294496425;0.117001244;1.976861979;2.561589168;0.678518379;NA;NA;4.381983828;-0.237676815;0.022662856;1.550228353;1.300552772;0.768060913;0.041392685;1.049218023;NA;NA;NA
Latvia;2013;B;1.591064607;1.08278537;4.015983919;0.342422681;0.509230392;1.546542663;1.678518379;0.785443733;0.150854005;1.133538908;0.763427994;0.461607195;0.563929038;0.75878631;0.591064607;1.06069784;-0.080875771;-0.402797235;0.210586025;1.087974511;0.87027457;0.210586025;0.046314611;-1.790126319;-4.002953375;-1.130072435;-4.14690104;-0.000737508;2.092996043;2.001300058;4.525818199;1.055020732;1.765668555;1.491361694;1.451786436;1.725094521;-0.370110915;1.567026366;0.959041392;1.017033339;0.041392685;1.813247301;NA;NA;-0.251868323;-0.049021272;0.01687285;-0.121812293;-0.128524659;-0.678969771;-0.120870354;-0.213106675;3.24862383;1.311906044;3.489187792;0.589524527;1.54634958;0.767048724;0.583531558;1.032815191;0.057199961;-3.978341348;0.861493131;-1.939797223;0.000193084;-0.008262414;-0.01960252;-0.015781852;-0.015807276;-0.024612027;0.008781439;0.006565838;1;0;0;0;0;0;1;1;29.22488994;1.287530517;0.106708721;2.003707037;2.587529372;0.678518379;NA;NA;4.261889237;-0.279575935;-0.011769936;1.547774705;1.294496425;0.757966865;0.041392685;1.012837225;NA;NA;NA
Latvia;2014;B;1.611723308;1.045322979;4.047722564;0.462397998;0.508548906;1.544068044;1.677606953;0.710836361;0.162111332;1.068185862;0.707570176;0.468018601;0.579887275;0.770434163;0.643452676;1.056904851;-0.042666309;-0.373920288;0.188084374;1.101996548;0.87871168;0.188084374;0.050047577;-1.813095425;-3.997428761;-1.121619673;-4.127078493;-0.000648705;2.083053917;1.997451024;4.544742538;1.074128263;1.773054693;1.480006943;1.444044796;1.718501689;-0.360615686;1.574031268;0.929418926;1.008600172;0.041392685;1.821513528;NA;NA;-0.283652675;-0.011294214;0.068111235;-0.062972995;-0.082788245;-0.702102142;-0.101858955;-0.161591722;3.26818621;1.326266728;3.523280472;0.683647225;1.544594226;0.763559226;0.574560253;1.025996486;0.073185859;-3.985035214;0.875630506;-1.9230378;-0.000526182;0.006874937;0.005327022;-0.017396314;-0.031793173;-0.012393547;0.003081174;-0.008056418;0;1;1;0;0;0;1;0;19.52224585;1.288989472;0.090874877;1.994857595;2.726814106;0.677606953;NA;NA;4.334486632;-0.214313724;-0.009942126;1.546542663;1.287530517;0.75878631;0.041392685;1.017033339;NA;NA;NA
Latvia;2015;B;1.564131513;0.995635195;4.000186706;0.380211242;0.515310952;1.541579244;1.67669361;0.74128431;0.163828792;1.127104798;0.792391689;0.47117654;0.568201724;0.770852012;0.662757832;1.071882007;0.079181246;-0.301029996;0.203558022;1.133538908;0.886490725;0.203558022;0.044149323;-1.798230193;-3.971283497;-1.114456223;-4.042972453;-0.000564597;2.087600038;2;4.567144281;1.091777012;1.767155866;1.499687083;1.428134794;1.752048448;-0.334713109;1.579783597;0.941662565;1.021189299;0.079181246;1.833147112;NA;NA;-0.305977465;0.040563128;0.035689681;-0.104705809;-0.085857398;-0.698623749;-0.094692397;-0.203266131;3.257343345;1.336524859;3.473211758;0.722425819;1.543116289;0.760801976;0.569228692;1.021671701;0.093680508;-3.986549099;0.888942589;-1.904948066;-0.001537045;0.010050036;-0.001026968;-0.000482402;-0.014499262;0.015265602;-0.002451864;-0.022224351;0;1;0;0;0;1;0;0;14.72821527;1.288427645;0.085938764;2.005110979;2.556926461;0.67669361;NA;NA;4.353520357;-0.271670237;0.004546121;1.544068044;1.288989472;0.770434163;0.041392685;1.008600172;NA;NA;NA
Latvia;2016;B;1.604759998;0.982271233;4.023301855;0.361727836;0.515583808;1.541579244;1.675778342;0.822539033;NA;1.136720567;0.792391689;0.491361694;0.568201724;0.740362689;0.662757832;1.079181246;0.079181246;-0.301029996;0.228994925;1.152288344;0.908485019;0.228994925;0.063986041;-1.771568393;-3.950296639;-1.091241689;NA;-0.000630312;2.078532139;2.012950021;4.567020599;1.107090183;1.758911892;1.523746467;1.478566496;1.748962861;-0.344328878;1.567026366;1.007073775;1.025305865;0.146128036;1.837114749;NA;NA;-0.322895004;0.002280201;0.033521601;-0.018189279;-0.074435329;-0.692991363;-0.097858176;-0.355620502;3.203180544;1.337865663;3.488726902;0.698300033;1.542058814;0.758659402;0.567760838;1.018699969;0.116588013;-3.989679516;0.901567064;-1.888187854;-0.00047957;-0.018296713;0.000440886;0.006605896;0.029540022;0.039382877;0.006917955;0.033420913;0;0;1;1;1;1;1;1;12.06282664;1.280301619;0.089393309;2.012950021;2.844655831;0.675778342;NA;NA;4.285425264;-0.475772459;-0.009067899;1.541579244;1.288427645;0.770852012;0.079181246;1.021189299;NA;NA;NA
Latvia;2017;B;1.586941368;0.939519253;4.056389698;0.707570176;0.508658993;1.541579244;1.675778342;0.774956789;NA;1.079181246;0.698970004;0.51851394;0.544068044;0.763427994;0.662757832;1.071882007;0.079181246;-0.301029996;0.19892253;1.146128036;0.908485019;0.19892253;0.075228833;-1.798094314;-3.985805101;-1.093706684;-3.90218469;-0.000611645;2.093760084;2.014906753;4.586177119;1.140038299;NA;NA;1.506505032;1.748188027;-0.380211242;1.579783597;0.981272244;1.017033339;0.146128036;NA;NA;NA;-0.327259793;-0.043930293;0.062377482;-0.030873771;-0.098796851;-0.662661911;-0.150049305;-0.292327649;3.251549905;1.343845014;3.536595899;0.68720943;1.541318915;0.75862194;0.570216335;1.015863237;0.137492597;-3.998780482;0.913249313;-1.87897289;0.000260328;0.004806054;-0.026148291;0.001170102;0.008635438;0.012975382;-0.004764294;0.058012562;1;1;0;1;1;1;0;1;10.64559111;1.285716466;0.13667458;1.989147255;2.624084553;0.675778342;NA;NA;4.369579126;-0.392843053;0.015227944;1.541579244;1.280301619;0.740362689;0.146128036;1.025305865;NA;NA;NA
Latvia;2018;B;1.560676543;0.86923172;4.104116499;0.681241237;0.520409636;1.541579244;1.675778342;0.743589247;NA;1.056904851;0.698970004;NA;0.602059991;0.763427994;0.672097858;1.064457989;0.113943352;-0.301029996;0.017797693;1.155336037;0.924279286;0.017797693;0.143418034;-1.977217227;-4.037050409;-1.076179395;-3.805744422;-0.000538211;2.089174347;2.022623836;4.616505971;1.17994139;NA;NA;1.485721426;1.741939078;-0.357934847;1.58546073;0.97150461;1.012837225;0.146128036;NA;NA;NA;NA;0.018472387;0.075508391;-0.0190946;-0.089736107;NA;NA;-0.200190941;3.253363323;1.359007565;3.609556381;0.631395093;1.540716979;0.759252549;0.576725372;1.013000398;0.156704885;-4.011904754;0.924841593;-1.878171555;0.000862265;0.004175445;0.025334619;-0.000163174;-0.010576849;-0.025145656;-0.000562307;-0.052585181;1;1;1;0;0;0;0;0;8.425847803;1.287305623;NA;1.99291593;2.658999056;0.675778342;NA;NA;4.421345369;-0.272061003;-0.004585737;1.541579244;1.285716466;0.763427994;0.146128036;1.017033339;NA;NA;NA
Lithuania;1990;B;NA;NA;NA;NA;NA;1.436162647;1.629409599;1.127234419;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.286680969;NA;NA;0.286680969;;NA;NA;NA;NA;NA;NA;NA;4.474790668;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.438535224;0.750649307;0.739931596;1.043017827;0.220374028;-3.402296273;0.876106034;-1.479888046;-0.002372577;-0.002091315;-0.00899923;-0.008453103;-0.001829641;-0.750367132;9.91E-05;0.167154441;0;0;0;0;0;0;1;1;NA;NA;NA;NA;NA;0.629409599;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Lithuania;1991;B;NA;NA;NA;NA;0.515873844;1.44870632;1.636487896;1.127234419;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.290257269;NA;NA;0.290257269;;-1.340599337;-1.964835583;NA;-3.042860252;0.000112487;NA;NA;4.469730289;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.804145931;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.450436534;0.747818608;0.730787259;1.033724412;0.219826773;-3.485147226;0.875372606;-1.502387699;-0.001730214;0.000739384;0.000145107;0.000840312;-0.001282386;1.520311643;0.000832511;-0.214202076;0;1;1;1;0;1;1;0;NA;1.286330808;NA;NA;NA;0.636487896;NA;NA;NA;NA;NA;1.436162647;NA;NA;NA;NA;NA;NA;NA
Lithuania;1992;B;NA;NA;NA;NA;0.509202522;1.462397998;1.643452676;1.127234419;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.195068996;NA;NA;0.195068996;;NA;NA;NA;NA;-7.18E-05;NA;NA;4.377928646;-0.346498053;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.801602591;NA;NA;-0.682035949;NA;NA;NA;NA;-1.286862687;-0.786972582;NA;NA;NA;NA;NA;1.461958232;0.744653298;0.720203045;1.0230785;0.218986775;-3.688056919;0.874655031;-1.498142641;0.000439766;0.003904694;0.010729321;0.011486223;-0.000442388;-0.464606486;0.001550086;0.185409035;1;1;1;1;0;0;1;1;NA;1.261748978;NA;NA;NA;0.643452676;NA;NA;NA;NA;NA;1.44870632;1.286330808;NA;NA;NA;NA;NA;NA
Lithuania;1993;B;NA;NA;NA;NA;0.45331834;1.474216264;1.651278014;1.127234419;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.583359493;NA;NA;-0.583359493;0.096746847;-1.373798733;NA;NA;-2.064083436;-0.000313483;NA;NA;4.303298677;-0.187976187;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.799044269;-1.756319667;-1.776389835;-0.682035949;NA;NA;NA;NA;-1.286862687;-0.484022968;NA;NA;NA;NA;NA;1.472443872;0.74093707;0.706762294;1.009862046;0.217356111;-3.887834232;0.874102364;-1.474680494;0.001772392;0.007620922;0.024170071;0.024702678;0.001188276;-0.264829174;0.002102753;-0.254748175;1;1;1;1;1;0;1;0;0.139603757;1.273945997;0.270862;NA;NA;0.651278014;3.072139507;3.037429584;NA;NA;NA;1.462397998;1.261748978;NA;NA;NA;NA;NA;NA
Lithuania;1994;B;NA;NA;NA;NA;0.457881897;1.484299839;1.657055853;1.127234419;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.270025714;NA;NA;-0.270025714;0.117373537;-1.695489898;NA;NA;-1.776971032;-0.000459024;NA;NA;4.266350488;0.010401732;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.796470788;-1.669393467;-1.661589332;-0.661792444;NA;NA;NA;NA;-1.245385791;-0.631695094;NA;NA;NA;NA;NA;1.481307368;0.737078364;0.690765039;0.994694797;0.214366072;-4.03562508;0.874111675;-1.409863435;0.002992471;0.011479627;0.040167327;0.039869926;0.004178315;-0.117038326;0.002093442;-0.067694801;1;1;1;1;1;0;1;0;-0.008755843;1.291542457;0.42566396;NA;NA;0.657055853;2.455095001;2.466626066;NA;NA;NA;1.474216264;1.273945997;NA;NA;NA;NA;NA;NA
Lithuania;1995;B;1.06069784;NA;3.308799104;NA;0.456366033;1.489958479;1.660865478;1.127234419;NA;NA;NA;NA;0.612394842;0.719811668;0.442162872;0.991226076;NA;NA;0.351216345;1.080315484;0.871649209;0.351216345;0.149426074;-1.68715281;NA;-1.128269949;-2.159730095;-0.000509342;1.92899412;1.882377746;4.257716004;0.149819318;NA;NA;NA;NA;NA;1.539076099;1.053078443;0.913813852;0.204119983;1.796388026;-1.515000155;-1.490187484;-0.655859923;NA;NA;NA;NA;-0.921496588;-0.564600138;NA;NA;1.083241642;2.419460365;NA;1.488246221;0.734704971;0.676378522;0.982148932;0.209638078;-4.124948047;0.875416473;-1.322313346;0.001712259;-0.014893304;-0.06398368;-0.06833508;-0.005518095;-0.027715358;-0.003767265;0.11961123;1;0;0;0;0;0;0;1;-0.151394078;1.303508616;0.346020614;NA;NA;0.660865478;1.79225164;1.822093892;NA;NA;NA;1.484299839;1.291542457;NA;NA;NA;NA;NA;NA
Lithuania;1996;B;1.1430148;NA;3.408477405;1.428134794;0.457881897;1.494154594;1.665580991;1.127234419;NA;NA;NA;NA;0.63044862;0.72538288;0.46286408;1.012837225;NA;NA;0.435844366;1.063236022;0.83225236;0.435844366;0.151729801;-1.759538984;NA;-1.167887004;-2.194330419;-0.000503389;1.969296391;1.917078211;4.29196238;0.263302232;NA;NA;NA;NA;NA;1.563481085;0.982271233;0.934498451;0.255272505;1.799305883;-1.504745776;-1.47932653;-0.660983797;-0.49454622;0.069905072;-0.444669184;-0.027410551;-1.013955837;-0.531222815;-0.3084323;3.320154932;1.070541614;2.437553282;NA;1.493436723;0.737281421;0.674196758;0.983175816;0.203462076;-4.168047851;0.879085218;-1.241483281;0.000717871;-0.011898541;-0.043748138;-0.048677365;0.051810429;0.015384445;-0.046832858;0.032838519;1;0;0;0;1;1;0;1;-0.309701499;1.317475917;0.339526248;2.172627563;18.83122684;0.665580991;1.787980262;1.8187031;3.554364019;-0.330189612;0.040302271;1.489958479;1.303508616;0.719811668;0.204119983;0.913813852;NA;NA;NA
Lithuania;1997;B;1.187520721;NA;3.490772896;1.093421685;0.457881897;1.496929648;1.668385917;0;NA;NA;NA;NA;0.659553452;0.710575696;0.483565288;1.029383778;NA;NA;0.5289167;1.131097126;0.917482201;0.5289167;0.155170707;-1.814384439;NA;-1.08265345;-2.174768198;-0.00048873;2.000040715;1.934255101;4.338853751;0.39727242;NA;NA;NA;NA;NA;1.701567985;0;0.982271233;0.079181246;1.799493916;-1.489219153;-1.463142433;-0.604543382;-0.535227011;0.015969253;-0.378303944;-0.039387772;-1.001337184;-0.238742617;-0.270365519;3.338222493;1.161324901;2.613224504;NA;1.497329131;0.745889314;0.684576375;0.997793203;0.195245119;-4.181603662;0.885583607;-1.177688495;-0.000399483;-0.035313618;-0.025022923;-0.01552197;-0.116063873;0.028940257;0.031898594;0.031478566;0;0;0;0;0;1;1;1;-0.53926106;1.318014379;0.155916314;2.109149556;8.303481309;0.668385917;1.677068384;1.706957779;3.876760906;-0.313982209;0.030744324;1.494154594;1.317475917;0.72538288;0.255272505;0.934498451;NA;NA;NA
Lithuania;1998;B;1.217483944;1.1430148;3.567684958;0.875061263;0.460897843;1.499687083;1.671172843;0.978659757;NA;NA;NA;NA;0.735171781;0.758900301;0.50249531;1.079181246;NA;NA;0.622317661;1.13939444;0.904920518;0.622317661;0.156142822;-1.88941108;NA;-1.095249545;-2.263100535;-0.000480092;1.952559053;1.921861841;4.376989706;0.451003079;1.625312451;1.612783857;NA;NA;NA;1.614897216;0.991226076;1.033423755;0.255272505;1.799675351;-1.484929273;-1.458676663;-0.551507471;-0.58011604;-0.045627603;-0.320748643;-0.051704697;-0.922515339;-0.231418869;-0.264584756;3.375279742;1.111711542;2.612345295;NA;1.50048856;0.759706487;0.700874296;1.018230466;0.192683928;-4.179833145;0.88788408;-1.135990079;-0.000801478;-0.000806185;0.034297486;0.015193289;0.062588577;0.027169739;0.017036438;0.018833367;0;0;1;1;1;1;1;1;-0.748270186;1.310925854;0.186817557;2.057106071;6.492530206;0.671172843;1.629570425;1.658898704;3.752337445;-0.294141927;-0.047481661;1.496929648;1.318014379;0.710575696;0.079181246;0.982271233;NA;NA;NA
Lithuania;1999;B;1.356025857;1.133538908;3.572371992;0.544068044;0.462397998;1.50242712;1.673941999;1.118390399;NA;NA;NA;NA;0.769048714;0.825088489;0.551274067;1.120573931;NA;NA;0.620448385;1.137210109;0.897527477;0.620448385;0.15114013;-2.0852488;NA;-1.102655957;-2.357331053;-0.000470432;1.873975151;1.938745174;4.381151376;0.465503307;1.617000341;1.629409599;NA;NA;NA;1.610660163;1;1.086359831;0.255272505;1.799963995;-1.507463111;-1.482161731;-0.533432185;-0.793716867;-0.076929001;-0.44507482;-0.070970988;-0.870435949;-0.236966691;-0.299296283;3.383733081;1.055344444;2.54859979;NA;1.503416207;0.772260594;0.712443778;1.034233466;0.184905005;-4.172323519;0.884062854;-1.116412556;-0.000989087;0.052827895;0.056604936;0.052126365;0.0703675;0.019660114;0.013464622;0.031906179;0;1;1;1;1;1;1;1;-0.847916061;1.297354081;0.192433864;2.103075632;6.235061913;0.673941999;1.607413848;1.634853356;3.571003906;-0.315860669;-0.078583903;1.499687083;1.310925854;0.758900301;0.255272505;1.033423755;NA;NA;NA
Lithuania;2000;B;1.371067862;1.212187604;3.548217386;0.505149978;0.46686762;1.505149978;1.677606953;1.134556392;NA;1.301029996;1.10720997;NA;0.693888638;0.775665207;0.591064607;1.086359831;-0.112530605;-0.640241606;0.757320097;1.097323552;0.876150445;0.757320097;0.144557124;-2.170694839;NA;-1.124015124;-2.509285584;-0.000466604;1.920510963;1.96112061;4.413976166;0.55260252;1.621176282;1.627365857;1.571708832;1.680335513;-0.193820026;1.595496222;0.982271233;1.06069784;0.146128036;1.797803662;-1.536871797;-1.513619128;-0.526835246;-1.231796303;-0.110662907;-0.619943545;-0.091131781;-0.903257812;-0.236862842;-0.232992636;3.346515924;1.099536232;2.617701899;0.278658448;1.506485033;0.776950302;0.714125675;1.037978987;0.171049025;-4.164314848;0.874921974;-1.115967107;-0.001335055;-0.001285094;-0.020237037;0.022718853;-0.024920989;0.011651443;0.001228471;-0.001470803;0;0;0;1;0;1;1;0;-1.033874534;1.30546541;0.19148684;2.089087288;3.851034509;0.677606953;1.691375395;1.717358809;3.679615507;-0.256183845;0.046535813;1.50242712;1.297354081;0.825088489;0.255272505;1.086359831;NA;NA;NA
